pandaid,computingsite,cpuconsumptiontime,corecount,noutputdatafiles,outputfilebytes,files_info
224,USDF,392,8,3,1741063004,"{""lsst_Coadd_224_0000.fits"":106000823,""lsst_Coadd_224_0001.fits"":94043779,""lsst_Coadd_224_0002.fits"":111108207,""lsst_Coadd_224_0003.fits"":123770286,""lsst_Coadd_224_0004.fits"":84791868,""lsst_Coadd_224_0005.fits"":129602226,""lsst_Coadd_224_0006.fits"":97758280,""lsst_Coadd_224_0007.fits"":76469867,""lsst_Coadd_224_0008.fits"":80474171,""lsst_Coadd_224_0009.fits"":94144994,""lsst_Coadd_224_0010.fits"":109417201,""lsst_Coadd_224_0011.fits"":102876505,""lsst_Coadd_224_0012.fits"":88925647,""lsst_Coadd_224_0013.fits"":114672118,""lsst_Coadd_224_0014.fits"":103406081,""lsst_Coadd_224_0015.fits"":157325118,""lsst_Coadd_224_0016.fits"":110639215,""lsst_Coadd_224_0017.fits"":123355668,""lsst_Coadd_224_0018.fits"":70946102,""lsst_Coadd_224_0019.fits"":102257128,""lsst_Coadd_224_0020.fits"":84192237,""lsst_Coadd_224_0021.fits"":151564586,""lsst_Coadd_224_0022.fits"":94414359,""lsst_Coadd_224_0023.fits"":112537421,""lsst_Coadd_224_0024.fits"":71429781,""lsst_Coadd_224_0025.fits"":81987490,""lsst_Coadd_224_0026.fits"":84359219,""lsst_Coadd_224_0027.fits"":101260959,""lsst_Coadd_224_0028.fits"":128304819,""lsst_Coadd_224_0029.fits"":93278845,""lsst_Coadd_224_0030.fits"":116565023,""lsst_Coadd_224_0031.fits"":77156002,""lsst_Coadd_224_0032.fits"":118515649,""lsst_Coadd_224_0033.fits"":84574334}"
225,USDF,212,4,3,121089212,"{""lsst_SingleFrame_Cal_225_0000.fits"":110081102}"
226,FrDF,362,8,1,50896674,"{""lsst_ForcedPhotom_226_0000.fits"":50233178,""lsst_ForcedPhotom_226_0001.fits"":65808394,""lsst_ForcedPhotom_226_0002.fits"":47458970,""lsst_ForcedPhotom_226_0003.fits"":42003041,""lsst_ForcedPhotom_226_0004.fits"":48979791}"
227,Base,22,1,1,42018220,"{""lsst_Prompt_ISR_227_0000.fits"":46686912}"
228,Base,26,1,2,31048568,"{""lsst_Prompt_ISR_228_0000.fits"":34498409}"
229,Base,23,1,1,42343590,"{""lsst_Prompt_ISR_229_0000.fits"":47048434}"
230,Base,18,1,2,44037855,"{""lsst_Prompt_ISR_230_0000.fits"":48930951}"
231,Base,21,1,1,35017083,"{""lsst_Prompt_ISR_231_0000.fits"":38907870}"
232,Base,27,1,1,34618375,"{""lsst_Prompt_ISR_232_0000.fits"":38464862}"
233,FrDF,613,8,1,2255146765,"{""lsst_Coadd_233_0000.fits"":124337415,""lsst_Coadd_233_0001.fits"":114937921,""lsst_Coadd_233_0002.fits"":131864512,""lsst_Coadd_233_0003.fits"":86280911,""lsst_Coadd_233_0004.fits"":125855910,""lsst_Coadd_233_0005.fits"":101717233,""lsst_Coadd_233_0006.fits"":100557251,""lsst_Coadd_233_0007.fits"":93922516,""lsst_Coadd_233_0008.fits"":69939009,""lsst_Coadd_233_0009.fits"":94697688,""lsst_Coadd_233_0010.fits"":119690988,""lsst_Coadd_233_0011.fits"":80309015,""lsst_Coadd_233_0012.fits"":80532437,""lsst_Coadd_233_0013.fits"":75058714,""lsst_Coadd_233_0014.fits"":78419894,""lsst_Coadd_233_0015.fits"":72906011,""lsst_Coadd_233_0016.fits"":84145780,""lsst_Coadd_233_0017.fits"":90321876,""lsst_Coadd_233_0018.fits"":135664230,""lsst_Coadd_233_0019.fits"":92468701,""lsst_Coadd_233_0020.fits"":94735063,""lsst_Coadd_233_0021.fits"":136563617,""lsst_Coadd_233_0022.fits"":157087114,""lsst_Coadd_233_0023.fits"":106730160,""lsst_Coadd_233_0024.fits"":86978586,""lsst_Coadd_233_0025.fits"":92775457,""lsst_Coadd_233_0026.fits"":100179962,""lsst_Coadd_233_0027.fits"":107231353,""lsst_Coadd_233_0028.fits"":76233689,""lsst_Coadd_233_0029.fits"":139895665,""lsst_Coadd_233_0030.fits"":109183684,""lsst_Coadd_233_0031.fits"":91584135,""lsst_Coadd_233_0032.fits"":106726308,""lsst_Coadd_233_0033.fits"":78179082,""lsst_Coadd_233_0034.fits"":97093410,""lsst_Coadd_233_0035.fits"":111635673,""lsst_Coadd_233_0036.fits"":81399029,""lsst_Coadd_233_0037.fits"":96544136,""lsst_Coadd_233_0038.fits"":118575292,""lsst_Coadd_233_0039.fits"":76268613,""lsst_Coadd_233_0040.fits"":97084522,""lsst_Coadd_233_0041.fits"":99924721,""lsst_Coadd_233_0042.fits"":99661410,""lsst_Coadd_233_0043.fits"":89291717,""lsst_Coadd_233_0044.fits"":105103121}"
234,Base,41,1,2,36522447,"{""lsst_Prompt_ISR_234_0000.fits"":40580497}"
235,USDF,118,4,2,221358720,"{""lsst_SingleFrame_Cal_235_0000.fits"":90819957,""lsst_SingleFrame_Cal_235_0001.fits"":110415243}"
236,Base,13,1,1,35528399,"{""lsst_Prompt_ISR_236_0000.fits"":39475999}"
237,USDF,116,4,3,156996772,"{""lsst_SingleFrame_Cal_237_0000.fits"":142724339}"
238,USDF,613,8,1,1579964180,"{""lsst_Coadd_238_0000.fits"":76750375,""lsst_Coadd_238_0001.fits"":77798159,""lsst_Coadd_238_0002.fits"":90103416,""lsst_Coadd_238_0003.fits"":99657002,""lsst_Coadd_238_0004.fits"":91907814,""lsst_Coadd_238_0005.fits"":78512339,""lsst_Coadd_238_0006.fits"":80717114,""lsst_Coadd_238_0007.fits"":96841796,""lsst_Coadd_238_0008.fits"":100980571,""lsst_Coadd_238_0009.fits"":124406947,""lsst_Coadd_238_0010.fits"":92045595,""lsst_Coadd_238_0011.fits"":74645101,""lsst_Coadd_238_0012.fits"":87934423,""lsst_Coadd_238_0013.fits"":120855573,""lsst_Coadd_238_0014.fits"":110036513,""lsst_Coadd_238_0015.fits"":100393111,""lsst_Coadd_238_0016.fits"":104525026,""lsst_Coadd_238_0017.fits"":98546774,""lsst_Coadd_238_0018.fits"":83829001,""lsst_Coadd_238_0019.fits"":92773498,""lsst_Coadd_238_0020.fits"":118658256,""lsst_Coadd_238_0021.fits"":92310923,""lsst_Coadd_238_0022.fits"":112713149,""lsst_Coadd_238_0023.fits"":67763496,""lsst_Coadd_238_0024.fits"":129400959,""lsst_Coadd_238_0025.fits"":101288073,""lsst_Coadd_238_0026.fits"":81174014,""lsst_Coadd_238_0027.fits"":107879707,""lsst_Coadd_238_0028.fits"":68454172,""lsst_Coadd_238_0029.fits"":91851554,""lsst_Coadd_238_0030.fits"":131289437,""lsst_Coadd_238_0031.fits"":84269452,""lsst_Coadd_238_0032.fits"":89615020}"
239,USDF,187,4,1,123822642,"{""lsst_DiffImaging_239_0000.fits"":96814834,""lsst_DiffImaging_239_0001.fits"":95450884,""lsst_DiffImaging_239_0002.fits"":123280458,""lsst_DiffImaging_239_0003.fits"":97195966}"
240,Base,24,1,2,38987802,"{""lsst_Prompt_ISR_240_0000.fits"":43319780}"
241,USDF,128,4,1,294495583,"{""lsst_SingleFrame_Cal_241_0000.fits"":80662604,""lsst_SingleFrame_Cal_241_0001.fits"":78452385,""lsst_SingleFrame_Cal_241_0002.fits"":108608269}"
242,Base,40,1,1,33376166,"{""lsst_Prompt_ISR_242_0000.fits"":37084629}"
243,FrDF,93,4,3,121182482,"{""lsst_SingleFrame_Cal_243_0000.fits"":110165893}"
244,USDF,676,8,2,2214159585,"{""lsst_Coadd_244_0000.fits"":114374830,""lsst_Coadd_244_0001.fits"":90179612,""lsst_Coadd_244_0002.fits"":53379289,""lsst_Coadd_244_0003.fits"":83578741,""lsst_Coadd_244_0004.fits"":87252978,""lsst_Coadd_244_0005.fits"":139006650,""lsst_Coadd_244_0006.fits"":124329299,""lsst_Coadd_244_0007.fits"":100469268,""lsst_Coadd_244_0008.fits"":108184695,""lsst_Coadd_244_0009.fits"":96643267,""lsst_Coadd_244_0010.fits"":97071888,""lsst_Coadd_244_0011.fits"":75971543,""lsst_Coadd_244_0012.fits"":136271081,""lsst_Coadd_244_0013.fits"":112355624,""lsst_Coadd_244_0014.fits"":112504728,""lsst_Coadd_244_0015.fits"":112945914,""lsst_Coadd_244_0016.fits"":88177495,""lsst_Coadd_244_0017.fits"":132388319,""lsst_Coadd_244_0018.fits"":98536579,""lsst_Coadd_244_0019.fits"":82453706,""lsst_Coadd_244_0020.fits"":145903470,""lsst_Coadd_244_0021.fits"":117352392,""lsst_Coadd_244_0022.fits"":115902784,""lsst_Coadd_244_0023.fits"":92766230,""lsst_Coadd_244_0024.fits"":123885707,""lsst_Coadd_244_0025.fits"":77837056,""lsst_Coadd_244_0026.fits"":108633213,""lsst_Coadd_244_0027.fits"":100690062,""lsst_Coadd_244_0028.fits"":100733860,""lsst_Coadd_244_0029.fits"":87062836,""lsst_Coadd_244_0030.fits"":158061569,""lsst_Coadd_244_0031.fits"":82441516,""lsst_Coadd_244_0032.fits"":98537484,""lsst_Coadd_244_0033.fits"":87800852,""lsst_Coadd_244_0034.fits"":60365505,""lsst_Coadd_244_0035.fits"":82888512,""lsst_Coadd_244_0036.fits"":93084300,""lsst_Coadd_244_0037.fits"":88342677,""lsst_Coadd_244_0038.fits"":132600528,""lsst_Coadd_244_0039.fits"":100062189,""lsst_Coadd_244_0040.fits"":91791555,""lsst_Coadd_244_0041.fits"":81580260,""lsst_Coadd_244_0042.fits"":93960591,""lsst_Coadd_244_0043.fits"":59958516}"
245,FrDF,229,4,2,92299174,"{""lsst_DiffImaging_245_0000.fits"":92196986,""lsst_DiffImaging_245_0001.fits"":90296615,""lsst_DiffImaging_245_0002.fits"":125170315}"
246,Base,33,1,2,48782191,"{""lsst_Prompt_ISR_246_0000.fits"":54202435}"
247,Base,28,1,2,33744454,"{""lsst_Prompt_ISR_247_0000.fits"":37493838}"
248,USDF,41,1,2,43854993,"{""lsst_Prompt_ISR_248_0000.fits"":48727771}"
249,Base,52,1,2,31366952,"{""lsst_Prompt_ISR_249_0000.fits"":34852169}"
250,USDF,165,4,2,81687567,"{""lsst_SingleFrame_Cal_250_0000.fits"":74261425}"
251,FrDF,110,4,2,123809184,"{""lsst_SingleFrame_Cal_251_0000.fits"":112553804}"
252,USDF,161,4,2,98401448,"{""lsst_DiffImaging_252_0000.fits"":97589921,""lsst_DiffImaging_252_0001.fits"":116803677,""lsst_DiffImaging_252_0002.fits"":113611231}"
253,USDF,81,4,2,291305929,"{""lsst_SingleFrame_Cal_253_0000.fits"":92093373,""lsst_SingleFrame_Cal_253_0001.fits"":80359425,""lsst_SingleFrame_Cal_253_0002.fits"":92370774}"
254,USDF,205,8,2,113707661,"{""lsst_ForcedPhotom_254_0000.fits"":55472313,""lsst_ForcedPhotom_254_0001.fits"":44360638,""lsst_ForcedPhotom_254_0002.fits"":38485026,""lsst_ForcedPhotom_254_0003.fits"":44487586,""lsst_ForcedPhotom_254_0004.fits"":61986368,""lsst_ForcedPhotom_254_0005.fits"":37774120,""lsst_ForcedPhotom_254_0006.fits"":45799974,""lsst_ForcedPhotom_254_0007.fits"":55756253,""lsst_ForcedPhotom_254_0008.fits"":32271311,""lsst_ForcedPhotom_254_0009.fits"":43830633,""lsst_ForcedPhotom_254_0010.fits"":56186786,""lsst_ForcedPhotom_254_0011.fits"":52127298}"
255,Base,36,1,1,36580527,"{""lsst_Prompt_ISR_255_0000.fits"":40645030}"
256,FrDF,610,8,3,2343220228,"{""lsst_Coadd_256_0000.fits"":119172007,""lsst_Coadd_256_0001.fits"":60520110,""lsst_Coadd_256_0002.fits"":105562501,""lsst_Coadd_256_0003.fits"":117655875,""lsst_Coadd_256_0004.fits"":99735984,""lsst_Coadd_256_0005.fits"":89752315,""lsst_Coadd_256_0006.fits"":91687516,""lsst_Coadd_256_0007.fits"":162184898,""lsst_Coadd_256_0008.fits"":101365317,""lsst_Coadd_256_0009.fits"":82165248,""lsst_Coadd_256_0010.fits"":100926250,""lsst_Coadd_256_0011.fits"":115240653,""lsst_Coadd_256_0012.fits"":104140712,""lsst_Coadd_256_0013.fits"":99232068,""lsst_Coadd_256_0014.fits"":85172947,""lsst_Coadd_256_0015.fits"":107289881,""lsst_Coadd_256_0016.fits"":94949206,""lsst_Coadd_256_0017.fits"":82611394,""lsst_Coadd_256_0018.fits"":133790401,""lsst_Coadd_256_0019.fits"":79682845,""lsst_Coadd_256_0020.fits"":94583308,""lsst_Coadd_256_0021.fits"":85354698,""lsst_Coadd_256_0022.fits"":120667357,""lsst_Coadd_256_0023.fits"":101657182,""lsst_Coadd_256_0024.fits"":103274883,""lsst_Coadd_256_0025.fits"":85759261,""lsst_Coadd_256_0026.fits"":64569926,""lsst_Coadd_256_0027.fits"":104687617,""lsst_Coadd_256_0028.fits"":97577991,""lsst_Coadd_256_0029.fits"":127158047,""lsst_Coadd_256_0030.fits"":123354638,""lsst_Coadd_256_0031.fits"":85637157,""lsst_Coadd_256_0032.fits"":107147072,""lsst_Coadd_256_0033.fits"":133386240,""lsst_Coadd_256_0034.fits"":119286142,""lsst_Coadd_256_0035.fits"":116400869,""lsst_Coadd_256_0036.fits"":85287537,""lsst_Coadd_256_0037.fits"":84518499,""lsst_Coadd_256_0038.fits"":83940751,""lsst_Coadd_256_0039.fits"":84693677,""lsst_Coadd_256_0040.fits"":130371921,""lsst_Coadd_256_0041.fits"":80015680,""lsst_Coadd_256_0042.fits"":97545728,""lsst_Coadd_256_0043.fits"":122559542,""lsst_Coadd_256_0044.fits"":90372433,""lsst_Coadd_256_0045.fits"":123794173}"
257,Base,299,4,2,64117519,"{""lsst_DiffImaging_257_0000.fits"":133260400,""lsst_DiffImaging_257_0001.fits"":80464666}"
258,USDF,116,4,1,169321683,"{""lsst_SingleFrame_Cal_258_0000.fits"":64426564,""lsst_SingleFrame_Cal_258_0001.fits"":89502239}"
259,USDF,20,1,1,36801277,"{""lsst_Prompt_ISR_259_0000.fits"":40890308}"
260,UKDF,166,4,2,103799406,"{""lsst_DiffImaging_260_0000.fits"":112410551,""lsst_DiffImaging_260_0001.fits"":86406448,""lsst_DiffImaging_260_0002.fits"":147181023}"
261,FrDF,626,8,1,1866175232,"{""lsst_Coadd_261_0000.fits"":109948083,""lsst_Coadd_261_0001.fits"":89546869,""lsst_Coadd_261_0002.fits"":91524054,""lsst_Coadd_261_0003.fits"":77106253,""lsst_Coadd_261_0004.fits"":132941468,""lsst_Coadd_261_0005.fits"":87176281,""lsst_Coadd_261_0006.fits"":109249114,""lsst_Coadd_261_0007.fits"":141631101,""lsst_Coadd_261_0008.fits"":111335996,""lsst_Coadd_261_0009.fits"":94637301,""lsst_Coadd_261_0010.fits"":116040258,""lsst_Coadd_261_0011.fits"":112103008,""lsst_Coadd_261_0012.fits"":69575108,""lsst_Coadd_261_0013.fits"":81261351,""lsst_Coadd_261_0014.fits"":94908300,""lsst_Coadd_261_0015.fits"":78624053,""lsst_Coadd_261_0016.fits"":111836253,""lsst_Coadd_261_0017.fits"":127326802,""lsst_Coadd_261_0018.fits"":104843984,""lsst_Coadd_261_0019.fits"":107253730,""lsst_Coadd_261_0020.fits"":85041759,""lsst_Coadd_261_0021.fits"":78033713,""lsst_Coadd_261_0022.fits"":93564282,""lsst_Coadd_261_0023.fits"":82772137,""lsst_Coadd_261_0024.fits"":79351225,""lsst_Coadd_261_0025.fits"":122131444,""lsst_Coadd_261_0026.fits"":110068253,""lsst_Coadd_261_0027.fits"":80635331,""lsst_Coadd_261_0028.fits"":122365512,""lsst_Coadd_261_0029.fits"":128243168,""lsst_Coadd_261_0030.fits"":89480076,""lsst_Coadd_261_0031.fits"":78323659,""lsst_Coadd_261_0032.fits"":78689502,""lsst_Coadd_261_0033.fits"":87769178,""lsst_Coadd_261_0034.fits"":102903886,""lsst_Coadd_261_0035.fits"":83216841,""lsst_Coadd_261_0036.fits"":81644891,""lsst_Coadd_261_0037.fits"":99246240}"
262,FrDF,27,1,2,41333061,"{""lsst_Prompt_ISR_262_0000.fits"":45925624}"
263,USDF,56,4,2,272954811,"{""lsst_SingleFrame_Cal_263_0000.fits"":108973913,""lsst_SingleFrame_Cal_263_0001.fits"":139166825}"
264,Base,18,1,2,37465411,"{""lsst_Prompt_ISR_264_0000.fits"":41628235}"
265,USDF,131,4,3,202977196,"{""lsst_SingleFrame_Cal_265_0000.fits"":86065544,""lsst_SingleFrame_Cal_265_0001.fits"":98459180}"
266,USDF,198,4,1,266547903,"{""lsst_SingleFrame_Cal_266_0000.fits"":82576460,""lsst_SingleFrame_Cal_266_0001.fits"":79857949,""lsst_SingleFrame_Cal_266_0002.fits"":79881867}"
267,USDF,200,4,1,118659589,"{""lsst_DiffImaging_267_0000.fits"":123036407,""lsst_DiffImaging_267_0001.fits"":131848729,""lsst_DiffImaging_267_0002.fits"":140646828}"
268,FrDF,93,4,1,132744118,"{""lsst_DiffImaging_268_0000.fits"":91700294,""lsst_DiffImaging_268_0001.fits"":113133720,""lsst_DiffImaging_268_0002.fits"":111983834,""lsst_DiffImaging_268_0003.fits"":125662546}"
269,Base,50,1,1,45871469,"{""lsst_Prompt_ISR_269_0000.fits"":50968299}"
270,FrDF,110,4,3,186845848,"{""lsst_SingleFrame_Cal_270_0000.fits"":77051180,""lsst_SingleFrame_Cal_270_0001.fits"":92808682}"
271,Base,96,4,2,128508791,"{""lsst_SingleFrame_Cal_271_0000.fits"":116826174}"
272,USDF,73,4,1,140570123,"{""lsst_SingleFrame_Cal_272_0000.fits"":127791021}"
273,FrDF,245,8,3,166616169,"{""lsst_ForcedPhotom_273_0000.fits"":45578931,""lsst_ForcedPhotom_273_0001.fits"":38885110,""lsst_ForcedPhotom_273_0002.fits"":32660847,""lsst_ForcedPhotom_273_0003.fits"":50580869,""lsst_ForcedPhotom_273_0004.fits"":44777710,""lsst_ForcedPhotom_273_0005.fits"":49093832,""lsst_ForcedPhotom_273_0006.fits"":52421778,""lsst_ForcedPhotom_273_0007.fits"":41040210,""lsst_ForcedPhotom_273_0008.fits"":41507205,""lsst_ForcedPhotom_273_0009.fits"":46807577,""lsst_ForcedPhotom_273_0010.fits"":51917122,""lsst_ForcedPhotom_273_0011.fits"":43034370,""lsst_ForcedPhotom_273_0012.fits"":60605093,""lsst_ForcedPhotom_273_0013.fits"":49608415,""lsst_ForcedPhotom_273_0014.fits"":41895458,""lsst_ForcedPhotom_273_0015.fits"":47807858,""lsst_ForcedPhotom_273_0016.fits"":52449648,""lsst_ForcedPhotom_273_0017.fits"":42408812}"
274,FrDF,651,8,3,574132641,"{""lsst_Coadd_274_0000.fits"":74025767,""lsst_Coadd_274_0001.fits"":107310607,""lsst_Coadd_274_0002.fits"":120243020,""lsst_Coadd_274_0003.fits"":84381430,""lsst_Coadd_274_0004.fits"":95768770,""lsst_Coadd_274_0005.fits"":65923361,""lsst_Coadd_274_0006.fits"":132125356,""lsst_Coadd_274_0007.fits"":131666744,""lsst_Coadd_274_0008.fits"":77470463,""lsst_Coadd_274_0009.fits"":153859690,""lsst_Coadd_274_0010.fits"":105490074}"
275,Base,29,1,1,35416801,"{""lsst_Prompt_ISR_275_0000.fits"":39352002}"
276,USDF,104,4,1,225907567,"{""lsst_SingleFrame_Cal_276_0000.fits"":110319006,""lsst_SingleFrame_Cal_276_0001.fits"":95051510}"
277,Base,25,1,2,39721852,"{""lsst_Prompt_ISR_277_0000.fits"":44135392}"
278,Base,50,1,1,50707475,"{""lsst_Prompt_ISR_278_0000.fits"":56341639}"
279,USDF,172,4,2,94566796,"{""lsst_SingleFrame_Cal_279_0000.fits"":85969815}"
280,Base,25,1,1,41246069,"{""lsst_Prompt_ISR_280_0000.fits"":45828966}"
281,USDF,92,4,1,296802990,"{""lsst_SingleFrame_Cal_281_0000.fits"":149192799,""lsst_SingleFrame_Cal_281_0001.fits"":120628101}"
282,FrDF,182,4,1,64903239,"{""lsst_DiffImaging_282_0000.fits"":126899192,""lsst_DiffImaging_282_0001.fits"":89444940}"
283,FrDF,438,8,3,77872175,"{""lsst_ForcedPhotom_283_0000.fits"":34129417,""lsst_ForcedPhotom_283_0001.fits"":41587713,""lsst_ForcedPhotom_283_0002.fits"":47096571,""lsst_ForcedPhotom_283_0003.fits"":53524066,""lsst_ForcedPhotom_283_0004.fits"":52853173,""lsst_ForcedPhotom_283_0005.fits"":47323341,""lsst_ForcedPhotom_283_0006.fits"":55341726,""lsst_ForcedPhotom_283_0007.fits"":57504870}"
284,Base,34,1,2,36768170,"{""lsst_Prompt_ISR_284_0000.fits"":40853523}"
285,USDF,97,4,3,316104350,"{""lsst_SingleFrame_Cal_285_0000.fits"":93424862,""lsst_SingleFrame_Cal_285_0001.fits"":79812210,""lsst_SingleFrame_Cal_285_0002.fits"":114130519}"
286,Base,40,1,2,32508167,"{""lsst_Prompt_ISR_286_0000.fits"":36120186}"
287,USDF,344,8,3,2140470380,"{""lsst_Coadd_287_0000.fits"":102465387,""lsst_Coadd_287_0001.fits"":89471008,""lsst_Coadd_287_0002.fits"":139226947,""lsst_Coadd_287_0003.fits"":105376393,""lsst_Coadd_287_0004.fits"":74154689,""lsst_Coadd_287_0005.fits"":122802973,""lsst_Coadd_287_0006.fits"":100123922,""lsst_Coadd_287_0007.fits"":99554413,""lsst_Coadd_287_0008.fits"":80350238,""lsst_Coadd_287_0009.fits"":89015406,""lsst_Coadd_287_0010.fits"":102797822,""lsst_Coadd_287_0011.fits"":130817047,""lsst_Coadd_287_0012.fits"":60153053,""lsst_Coadd_287_0013.fits"":87371452,""lsst_Coadd_287_0014.fits"":98715911,""lsst_Coadd_287_0015.fits"":114701734,""lsst_Coadd_287_0016.fits"":98343628,""lsst_Coadd_287_0017.fits"":94144014,""lsst_Coadd_287_0018.fits"":76039460,""lsst_Coadd_287_0019.fits"":68917018,""lsst_Coadd_287_0020.fits"":108062210,""lsst_Coadd_287_0021.fits"":114242458,""lsst_Coadd_287_0022.fits"":79897200,""lsst_Coadd_287_0023.fits"":125979395,""lsst_Coadd_287_0024.fits"":80560770,""lsst_Coadd_287_0025.fits"":107312342,""lsst_Coadd_287_0026.fits"":98739219,""lsst_Coadd_287_0027.fits"":116627462,""lsst_Coadd_287_0028.fits"":79556632,""lsst_Coadd_287_0029.fits"":94882911,""lsst_Coadd_287_0030.fits"":95223326,""lsst_Coadd_287_0031.fits"":88274627,""lsst_Coadd_287_0032.fits"":108434495,""lsst_Coadd_287_0033.fits"":107355004,""lsst_Coadd_287_0034.fits"":132901208,""lsst_Coadd_287_0035.fits"":112232919,""lsst_Coadd_287_0036.fits"":77772002,""lsst_Coadd_287_0037.fits"":97126535,""lsst_Coadd_287_0038.fits"":135937919,""lsst_Coadd_287_0039.fits"":101287659,""lsst_Coadd_287_0040.fits"":96535203,""lsst_Coadd_287_0041.fits"":75276857,""lsst_Coadd_287_0042.fits"":112179892}"
288,Base,83,4,3,215761894,"{""lsst_SingleFrame_Cal_288_0000.fits"":86102315,""lsst_SingleFrame_Cal_288_0001.fits"":110044862}"
289,UKDF,97,4,1,133347700,"{""lsst_SingleFrame_Cal_289_0000.fits"":121225182}"
290,USDF,69,4,3,264369971,"{""lsst_SingleFrame_Cal_290_0000.fits"":122686783,""lsst_SingleFrame_Cal_290_0001.fits"":117649555}"
291,USDF,98,4,2,96399930,"{""lsst_DiffImaging_291_0000.fits"":104827739,""lsst_DiffImaging_291_0001.fits"":106758419,""lsst_DiffImaging_291_0002.fits"":109746944}"
292,Base,49,1,1,42985584,"{""lsst_Prompt_ISR_292_0000.fits"":47761761}"
293,FrDF,1000,8,1,2343543054,"{""lsst_Coadd_293_0000.fits"":112624456,""lsst_Coadd_293_0001.fits"":103979974,""lsst_Coadd_293_0002.fits"":135696583,""lsst_Coadd_293_0003.fits"":116363174,""lsst_Coadd_293_0004.fits"":130746226,""lsst_Coadd_293_0005.fits"":89058330,""lsst_Coadd_293_0006.fits"":100996619,""lsst_Coadd_293_0007.fits"":99716375,""lsst_Coadd_293_0008.fits"":104058086,""lsst_Coadd_293_0009.fits"":122593819,""lsst_Coadd_293_0010.fits"":99573807,""lsst_Coadd_293_0011.fits"":100025172,""lsst_Coadd_293_0012.fits"":61574064,""lsst_Coadd_293_0013.fits"":104589202,""lsst_Coadd_293_0014.fits"":108722036,""lsst_Coadd_293_0015.fits"":117389298,""lsst_Coadd_293_0016.fits"":80264932,""lsst_Coadd_293_0017.fits"":102383445,""lsst_Coadd_293_0018.fits"":98639342,""lsst_Coadd_293_0019.fits"":120842700,""lsst_Coadd_293_0020.fits"":85408633,""lsst_Coadd_293_0021.fits"":165919168,""lsst_Coadd_293_0022.fits"":101305871,""lsst_Coadd_293_0023.fits"":126718803,""lsst_Coadd_293_0024.fits"":73033807,""lsst_Coadd_293_0025.fits"":87023069,""lsst_Coadd_293_0026.fits"":98124433,""lsst_Coadd_293_0027.fits"":75276382,""lsst_Coadd_293_0028.fits"":84454590,""lsst_Coadd_293_0029.fits"":99994469,""lsst_Coadd_293_0030.fits"":110364250,""lsst_Coadd_293_0031.fits"":119434205,""lsst_Coadd_293_0032.fits"":75269740,""lsst_Coadd_293_0033.fits"":89743847,""lsst_Coadd_293_0034.fits"":99286780,""lsst_Coadd_293_0035.fits"":147522552,""lsst_Coadd_293_0036.fits"":80412670,""lsst_Coadd_293_0037.fits"":78039309,""lsst_Coadd_293_0038.fits"":90812147,""lsst_Coadd_293_0039.fits"":123689376,""lsst_Coadd_293_0040.fits"":141495394,""lsst_Coadd_293_0041.fits"":76391292,""lsst_Coadd_293_0042.fits"":111742095,""lsst_Coadd_293_0043.fits"":94247013,""lsst_Coadd_293_0044.fits"":141538573}"
294,FrDF,164,4,2,77433805,"{""lsst_DiffImaging_294_0000.fits"":116611311,""lsst_DiffImaging_294_0001.fits"":61123294,""lsst_DiffImaging_294_0002.fits"":80378079}"
295,Base,44,1,1,42875690,"{""lsst_Prompt_ISR_295_0000.fits"":47639656}"
296,Base,25,1,2,38743452,"{""lsst_Prompt_ISR_296_0000.fits"":43048281}"
297,USDF,123,4,3,326224369,"{""lsst_SingleFrame_Cal_297_0000.fits"":113624028,""lsst_SingleFrame_Cal_297_0001.fits"":75029755,""lsst_SingleFrame_Cal_297_0002.fits"":107913826}"
298,FrDF,203,4,2,140834894,"{""lsst_DiffImaging_298_0000.fits"":114684193,""lsst_DiffImaging_298_0001.fits"":165783130,""lsst_DiffImaging_298_0002.fits"":72980823,""lsst_DiffImaging_298_0003.fits"":116001503}"
299,UKDF,76,4,2,217143445,"{""lsst_SingleFrame_Cal_299_0000.fits"":97753146,""lsst_SingleFrame_Cal_299_0001.fits"":99649986}"
300,Base,29,1,1,44439999,"{""lsst_Prompt_ISR_300_0000.fits"":49377777}"
301,USDF,154,4,1,118762723,"{""lsst_DiffImaging_301_0000.fits"":75346241,""lsst_DiffImaging_301_0001.fits"":126775621,""lsst_DiffImaging_301_0002.fits"":104586775,""lsst_DiffImaging_301_0003.fits"":89167107}"
302,FrDF,413,8,1,120572419,"{""lsst_ForcedPhotom_302_0000.fits"":58242378,""lsst_ForcedPhotom_302_0001.fits"":54247305,""lsst_ForcedPhotom_302_0002.fits"":38921233,""lsst_ForcedPhotom_302_0003.fits"":47663372,""lsst_ForcedPhotom_302_0004.fits"":51331408,""lsst_ForcedPhotom_302_0005.fits"":56220901,""lsst_ForcedPhotom_302_0006.fits"":43805830,""lsst_ForcedPhotom_302_0007.fits"":39093914,""lsst_ForcedPhotom_302_0008.fits"":40442387,""lsst_ForcedPhotom_302_0009.fits"":68814730,""lsst_ForcedPhotom_302_0010.fits"":58468563,""lsst_ForcedPhotom_302_0011.fits"":45610076}"
303,Base,39,1,2,38972691,"{""lsst_Prompt_ISR_303_0000.fits"":43302990}"
